1,6450MB
2,12.9GB
3,18.7GB
4,25.9GB
5,32.4GB
6,38.9GB
7,45.3GB
8,46.5GB
9,58.4GB
10,64.8GB
11,71.4GB
12,75.0GB
13,80.8GB
14,90.2GB
15,91.1GB
16,101GB
17,97.1GB
18,95.2GB
19,101GB
20,106GB
21,102GB
22,99.6GB
23,103GB
24,104GB
25,103GB
26,103GB
27,105GB
28,107GB
29,105GB
30,106GB
