1,7297MB,7163MB
2,14.7GB,14.4GB
3,22.0GB,21.6GB
4,29.4GB,28.7GB
5,36.7GB,35.9GB
6,44.1GB,43.0GB
7,51.4GB,50.4GB
8,52.7GB,57.4GB
9,66.1GB,64.7GB
10,65.9GB,72.0GB
11,80.7GB,79.1GB
12,79.1GB,86.1GB
13,95.3GB,93.3GB
14,103GB,101GB
15,98.9GB,108GB
16,116GB,115GB
17,112GB,121GB
18,117GB,127GB
19,119GB,130GB
20,122GB,133GB
21,114GB,125GB
22,118GB,129GB
23,119GB,131GB
24,124GB,134GB
25,117GB,127GB
26,121GB,128GB
27,121GB,132GB
28,123GB,134GB
29,117GB,129GB
30,119GB,130GB
