1,5.49756,
2,12.079,
3,15.8905,
4,23.7761,
5,28.4993,
6,32.876,
7,38.459,
8,44.33,
9,51.0041,
10,55.1462,
11,63.5392,
12,67.7265,
13,71.7036,
14,70.5611,
15,80.4127,
16,79.9166,
17,91.4553,
18,99.397,
19,94.5441,
20,106.092,
21,111.14,
22,114.68,
23,117.768,
24,121.078,
25,120.675,
26,121.012,
27,113.193,
28,122.855,
29,119.575,
30,123.513,
