1,7.34987,
2,14.6942,
3,22.0661,
4,29.3356,
5,36.6838,
6,43.9234,
7,51.262,
8,58.4862,
9,65.7871,
10,72.9638,
11,79.4913,
12,87.6683,
13,94.2138,
14,101.472,
15,109.128,
16,115.338,
17,118.078,
18,117.675,
19,119.781,
20,121.299,
21,120.052,
22,119.462,
23,121.298,
24,119.386,
25,120.292,
26,120.645,
27,119.826,
28,119.165,
29,120.361,
30,119.805,
